layer,description,depth,unit,NA,format,specs,source,citation_url,citation_originator,citation_adress,publication_date
TAXOUSDA_Cambids_250m_ll.tif,Predicted probability in percent for: Cambids,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Cambids_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Cryalfs_250m_ll.tif,Predicted probability in percent for: Cryalfs,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Cryalfs_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Cryands_250m_ll.tif,Predicted probability in percent for: Cryands,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Cryands_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Cryepts_250m_ll.tif,Predicted probability in percent for: Cryepts,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Cryepts_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Cryids_250m_ll.tif,Predicted probability in percent for: Cryids,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Cryids_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Cryods_250m_ll.tif,Predicted probability in percent for: Cryods,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Cryods_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Cryolls_250m_ll.tif,Predicted probability in percent for: Cryolls,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Cryolls_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Durids_250m_ll.tif,Predicted probability in percent for: Durids,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Durids_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Fibrists_250m_ll.tif,Predicted probability in percent for: Fibrists,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Fibrists_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Fluvents_250m_ll.tif,Predicted probability in percent for: Fluvents,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Fluvents_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Folists_250m_ll.tif,Predicted probability in percent for: Folists,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Folists_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Gelands_250m_ll.tif,Predicted probability in percent for: Gelands,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Gelands_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Gelepts_250m_ll.tif,Predicted probability in percent for: Gelepts,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Gelepts_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Gelods_250m_ll.tif,Predicted probability in percent for: Gelods,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Gelods_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Gypsids_250m_ll.tif,Predicted probability in percent for: Gypsids,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Gypsids_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Hemists_250m_ll.tif,Predicted probability in percent for: Hemists,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Hemists_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Histels_250m_ll.tif,Predicted probability in percent for: Histels,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Histels_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Humods_250m_ll.tif,Predicted probability in percent for: Humods,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Humods_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Humults_250m_ll.tif,Predicted probability in percent for: Humults,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Humults_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Ochrepts_250m_ll.tif,Predicted probability in percent for: Ochrepts,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Ochrepts_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Orthels_250m_ll.tif,Predicted probability in percent for: Orthels,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Orthels_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Orthents_250m_ll.tif,Predicted probability in percent for: Orthents,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Orthents_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Orthods_250m_ll.tif,Predicted probability in percent for: Orthods,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Orthods_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Perox_250m_ll.tif,Predicted probability in percent for: Perox,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Perox_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Psamments_250m_ll.tif,Predicted probability in percent for: Psamments,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Psamments_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Rendolls_250m_ll.tif,Predicted probability in percent for: Rendolls,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Rendolls_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Salids_250m_ll.tif,Predicted probability in percent for: Salids,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Salids_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Saprists_250m_ll.tif,Predicted probability in percent for: Saprists,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Saprists_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Torrands_250m_ll.tif,Predicted probability in percent for: Torrands,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Torrands_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Torrerts_250m_ll.tif,Predicted probability in percent for: Torrerts,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Torrerts_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Torrox_250m_ll.tif,Predicted probability in percent for: Torrox,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Torrox_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Turbels_250m_ll.tif,Predicted probability in percent for: Turbels,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Turbels_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Udalfs_250m_ll.tif,Predicted probability in percent for: Udalfs,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Udalfs_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Udands_250m_ll.tif,Predicted probability in percent for: Udands,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Udands_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Udepts_250m_ll.tif,Predicted probability in percent for: Udepts,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Udepts_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Uderts_250m_ll.tif,Predicted probability in percent for: Uderts,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Uderts_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Udolls_250m_ll.tif,Predicted probability in percent for: Udolls,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Udolls_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Udox_250m_ll.tif,Predicted probability in percent for: Udox,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Udox_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Udults_250m_ll.tif,Predicted probability in percent for: Udults,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Udults_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Ustalfs_250m_ll.tif,Predicted probability in percent for: Ustalfs,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Ustalfs_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Ustands_250m_ll.tif,Predicted probability in percent for: Ustands,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Ustands_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Ustepts_250m_ll.tif,Predicted probability in percent for: Ustepts,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Ustepts_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Usterts_250m_ll.tif,Predicted probability in percent for: Usterts,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Usterts_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Ustolls_250m_ll.tif,Predicted probability in percent for: Ustolls,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Ustolls_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Ustox_250m_ll.tif,Predicted probability in percent for: Ustox,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Ustox_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Ustults_250m_ll.tif,Predicted probability in percent for: Ustults,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Ustults_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Vitrands_250m_ll.tif,Predicted probability in percent for: Vitrands,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Vitrands_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Xeralfs_250m_ll.tif,Predicted probability in percent for: Xeralfs,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Xeralfs_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Xerands_250m_ll.tif,Predicted probability in percent for: Xerands,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Xerands_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Xerepts_250m_ll.tif,Predicted probability in percent for: Xerepts,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Xerepts_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Xererts_250m_ll.tif,Predicted probability in percent for: Xererts,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Xererts_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Xerolls_250m_ll.tif,Predicted probability in percent for: Xerolls,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Xerolls_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
TAXOUSDA_Xerults_250m_ll.tif,Predicted probability in percent for: Xerults,None,percent,255,Byte,https://github.com/ISRICWorldSoil/SoilGrids250m,ftp://ftp.soilgrids.org/data/recent/TAXOUSDA_Xerults_250m_ll.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCh1_M_sl1_250m.tif,Available soil water capacity (volumetric fraction) with FC = pF 2.0 for depth 0 cm,0.00 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCh1_M_sl1_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCh1_M_sl2_250m.tif,Available soil water capacity (volumetric fraction) with FC = pF 2.0 for depth 5 cm,0.05 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCh1_M_sl2_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCh1_M_sl3_250m.tif,Available soil water capacity (volumetric fraction) with FC = pF 2.0 for depth 15 cm,0.15 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCh1_M_sl3_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCh1_M_sl4_250m.tif,Available soil water capacity (volumetric fraction) with FC = pF 2.0 for depth 30 cm,0.30 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCh1_M_sl4_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCh1_M_sl5_250m.tif,Available soil water capacity (volumetric fraction) with FC = pF 2.0 for depth 60 cm,0.60 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCh1_M_sl5_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCh1_M_sl6_250m.tif,Available soil water capacity (volumetric fraction) with FC = pF 2.0 for depth 100 cm,1.00 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCh1_M_sl6_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCh1_M_sl7_250m.tif,Available soil water capacity (volumetric fraction) with FC = pF 2.0 for depth 200 cm,2.00 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCh1_M_sl7_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCh2_M_sl1_250m.tif,Available soil water capacity (volumetric fraction) with FC = pF 2.3 for depth 0 cm,0.00 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCh2_M_sl1_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCh2_M_sl2_250m.tif,Available soil water capacity (volumetric fraction) with FC = pF 2.3 for depth 5 cm,0.05 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCh2_M_sl2_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCh2_M_sl3_250m.tif,Available soil water capacity (volumetric fraction) with FC = pF 2.3 for depth 15 cm,0.15 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCh2_M_sl3_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCh2_M_sl4_250m.tif,Available soil water capacity (volumetric fraction) with FC = pF 2.3 for depth 30 cm,0.30 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCh2_M_sl4_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCh2_M_sl5_250m.tif,Available soil water capacity (volumetric fraction) with FC = pF 2.3 for depth 60 cm,0.60 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCh2_M_sl5_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCh2_M_sl6_250m.tif,Available soil water capacity (volumetric fraction) with FC = pF 2.3 for depth 100 cm,1.00 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCh2_M_sl6_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCh2_M_sl7_250m.tif,Available soil water capacity (volumetric fraction) with FC = pF 2.3 for depth 200 cm,2.00 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCh2_M_sl7_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCh3_M_sl1_250m.tif,Available soil water capacity (volumetric fraction) with FC = pF 2.5 for depth 0 cm,0.00 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCh3_M_sl1_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCh3_M_sl2_250m.tif,Available soil water capacity (volumetric fraction) with FC = pF 2.5 for depth 5 cm,0.05 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCh3_M_sl2_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCh3_M_sl3_250m.tif,Available soil water capacity (volumetric fraction) with FC = pF 2.5 for depth 15 cm,0.15 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCh3_M_sl3_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCh3_M_sl4_250m.tif,Available soil water capacity (volumetric fraction) with FC = pF 2.5 for depth 30 cm,0.30 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCh3_M_sl4_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCh3_M_sl5_250m.tif,Available soil water capacity (volumetric fraction) with FC = pF 2.5 for depth 60 cm,0.60 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCh3_M_sl5_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCh3_M_sl6_250m.tif,Available soil water capacity (volumetric fraction) with FC = pF 2.5 for depth 100 cm,1.00 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCh3_M_sl6_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
AWCh3_M_sl7_250m.tif,Available soil water capacity (volumetric fraction) with FC = pF 2.5 for depth 200 cm,2.50 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/AWCh3_M_sl7_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
WWP_M_sl1_250m.tif,Available soil water capacity (volumetric fraction) until wilting point for depth 0 cm,0.00 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/WWP_M_sl1_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
WWP_M_sl2_250m.tif,Available soil water capacity (volumetric fraction) until wilting point for depth 5 cm,0.05 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/WWP_M_sl2_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
WWP_M_sl3_250m.tif,Available soil water capacity (volumetric fraction) until wilting point for depth 15 cm,0.15 m,percent,255,Byte,http://gsif.r-forge.r-project.org/AWCPTF.html,ftp://ftp.soilgrids.org/data/recent/WWP_M_sl3_250m.tif,http://www.isric.org/data/soilgrids,ISRIC - World Soil Information,jorge.mendesdejesus@wur.nl,12.05.2016
